text,emotion
Musze poczekac na wiecej informacji,neutralny
Chwila ciszy pozwala mi poczuc gleboki spokoj w sercu.,kontemplujacy
Za chwile to omowie,neutralny
Znowu nic sie nie udalo,zly
Potrzebuje chwile czasu na sprawdzenie,neutralny
Zajme sie tym za moment,neutralny
To jak spelnione marzenie!,szczesliwy
To jak najpiekniejszy dzien!,szczesliwy
Zaraz przeanalizuje,neutralny
Zaraz wroce do tej sprawy,neutralny
To cudowne przezycie!,szczesliwy
Kazdy szczegol tej chwili daje mi poczucie pelnej obecnosci w terazniejszosci.,kontemplujacy
To uczucie ogarnia mnie jak fala paniki,przerazony
Potrzebuje chwili czasu,neutralny
To jest za duzo,zly
Zajmijmy sie tym pozniej,neutralny
Nie potrafie poradzic sobie z tym bolem.,smutny
To nie problem,neutralny
Skontaktuje sie z kims w tej sprawie,neutralny
Nie potrafie przestac o tym myslec.,smutny
Zycie ma swoje ukryte uroki.,kontemplujacy
Prosze o chwile cierpliwosci,neutralny
To bylo moje ostatnie podejscie.,smutny
Nie mam juz zadnej nadziei.,smutny
To niesamowity czas!,szczesliwy
Rozwiazanie jest proste,neutralny
To musze przemyslec,neutralny
Za chwile bede wiedzial,neutralny
To wyglada na zupelny brak profesjonalizmu. ,zdegustowany
Jestem pelen radosci!,szczesliwy
To wykracza poza wszelkie wyobrazenia! ,zdegustowany
Zglosze to odpowiednim osobom,neutralny
Zajmijmy sie tym w odpowiednim czasie,neutralny
Skontaktuje sie z kims pozniej,neutralny
Jestem pelen szczescia i spelnienia!,szczesliwy
Zajmijmy sie tym teraz,neutralny
To jest po prostu nie do przyjecia. ,zdegustowany
Zaraz wracam,neutralny
Nie potrafie tego zrozumiec.,smutny
Zaraz znajde odpowiedz,neutralny
Znowu wszystko mi sie wymyka.,smutny
Zajmijmy sie tym teraz,neutralny
Nie spodziewalem sie czegos takiego! ,zaskoczony
Zaraz to zalatwie,neutralny
Jestem pelen optymizmu!,szczesliwy
Skontaktuje sie z odpowiednia osoba w tej sprawie,neutralny
To jak najlepsza chwila!,szczesliwy
To nie miesci sie w glowie! ,zaskoczony
Strach mnie doslownie powala!,przerazony
To mnie po prostu rozczarowuje. ,zdegustowany
To po prostu rewelacyjne!,szczesliwy
Jestem pelen szczescia i spelnienia!,szczesliwy
To jest cudownie niespodziewane!,zaskoczony
Wroce do tematu za chwile,neutralny
Jestem calkowicie przerazony,przerazony
To mnie calkowicie przytloczylo.,smutny
Zdecydowanie najlepszy dzien w moim zyciu!,szczesliwy
Ale super wiadomosc!,zaskoczony
Jestem pelen dumy i wdziecznosci!,szczesliwy
Zrobie to bez problemu,neutralny
To jest zupelnie nowe podejscie! ,zaskoczony
To jest dno,zdegustowany
Jestem pelen pozytywnych emocji!,szczesliwy
Przygotuje raport,neutralny
Po prostu mam dosc tego wszystkiego!,zly
Nie wytrzymam juz tego wszystkiego!,zly
Za moment to sprawdzimy,neutralny
Skontaktuje sie z kims pozniej,neutralny
Jestem pelen ekscytacji!,szczesliwy
Jak mozna dopuscic do czegos takiego? ,zdegustowany
Zalatwimy to krok po kroku,neutralny
Po prostu nie wytrzymam juz tego stresu,zly
To jak cudowna podroz!,szczesliwy
Jestem pelen entuzjazmu!,szczesliwy
Zglosze to odpowiednim osobom,neutralny
Znowu wszystko poszlo na marne,zly
Chcialbym miec wiare w siebie.,smutny
To przeszlo moje najskrytsze oczekiwania!,zaskoczony
Prosze o chwile czasu,neutralny
To mnie kompletnie przytloczylo.,smutny
To wszystko mnie przeroslo.,smutny
Jestem bliski paniki!,przerazony
To nie moze byc prawdziwe,przerazony
Nie wierze w ich decyzje,zdegustowany
Relaks rosnie z kazdym oddechem.,kontemplujacy
Jak mam to wytrzymac?,zly
Przygotuje odpowiedz,neutralny
Znowu nie potrafia ogarnac,zly
To chyba jakis zart,zdegustowany
To jest przerazajace,przerazony
Znowu musze to przejsc!,zly
Kazdy moment tej chwili napelnia mnie poczuciem spokoju i harmonii.,kontemplujacy
Trzeba to jeszcze sprawdzic,neutralny
Zaraz znikne!,przerazony
Jestem tak podekscytowany!,szczesliwy
Prosze o chwile uwagi,neutralny
To jest totalna porazka. ,zdegustowany
Co sie dzieje?!,przerazony
Nie mam juz nadziei.,smutny
Kazdy detal przyciaga moja uwage.,kontemplujacy
Zaraz wybuchne z tego strachu!,przerazony
Zaraz wszystko sie zawali!,przerazony
Zaraz sie rozpadne!,przerazony
Znowu wszystko sie zawalilo,zly
To uczucie otacza mnie jak nieprzenikniona mgla,przerazony
Po prostu mam dosc tego wszystkiego,zly
To wyjatkowa chwila!,szczesliwy
Zajmijmy sie tym powoli,neutralny
Zgubilem radosc zycia.,smutny
Patrze i czuje glebie spokoju.,kontemplujacy
To jest koszmar na jawie,przerazony
Jestem pelen ekscytacji i radosci!,szczesliwy
Zajme sie tym po konsultacji,neutralny
Trzeba to jeszcze omowic,neutralny
To jest calkowicie nie do zniesienia,zly
Jestem pelen emocji!,szczesliwy
Moje zycie jest pelne porazek.,smutny
To bedzie latwe do zalatwienia,neutralny
Czy mozna poczuc glebiej?,kontemplujacy
Zaraz oszaleje!,przerazony
To mnie przerasta,zdegustowany
To trzeba sprawdzic pozniej,neutralny
Jestem pelen entuzjazmu i radosci!,szczesliwy
Zajmijmy sie tym za chwile,neutralny
To jest przerazajace,zdegustowany
Zawsze chcialem to poczuc!,szczesliwy
Zaraz to sprawdzimy,neutralny
Nie wytrzymam tego dluzej,zdegustowany
Zglosze to po rozmowie z odpowiednia osoba,neutralny
To jest przerazajace,przerazony
Nie mam nadziei na przyszlosc.,smutny
Zajme sie tym pozniej,neutralny
Jestem pelen radosci i entuzjazmu!,szczesliwy
To do rozwiazania pozniej,neutralny
To jest cos niesamowitego!,szczesliwy
To przerasta wszelkie granice strachu,przerazony
To po prostu porazka. ,zdegustowany
Jestem pelen energii!,szczesliwy
To mnie wprost rozczarowalo,zdegustowany
To przerasta wszelkie oczekiwania,zdegustowany
To nie powinno sie tak wydarzyc!,zly
Sprawdze to pozniej,neutralny
To juz nie ma sensu.,smutny
Zaraz znikne z tego strachu!,przerazony
To mnie naprawde frustruje!,zly
To wykracza poza moje pojmowanie,zdegustowany
Kazdy krok odkrywa nowe detale.,kontemplujacy
To prawdziwa przyjemnosc byc tutaj!,szczesliwy
To jest koszmar,przerazony
To wymaga dokladniejszego zapoznania sie,neutralny
Co sie stanie teraz?!,przerazony
Znowu musze przez to przejsc,zly
Przygotuje to za moment,neutralny
Po prostu czuje sie oszukany,zly
Znowu wszystko sie rozpadlo,zly
Chcialbym to zweryfikowac,neutralny
Czuje sie zagubiony w tym swiecie.,smutny
To wszystko jest jak sen!,zaskoczony
Zglosze to pozniej,neutralny
Zaraz do tego wroce,neutralny
Brak slow na ten brak profesjonalizmu,zdegustowany
Jestem absolutnie zachwycony!,zaskoczony
To jest koszmar nie do opisania,przerazony
To mnie po prostu zaskoczylo w najgorszy sposob. ,zdegustowany
To mnie kompletnie zniszczylo.,smutny
Zalatwimy to pozniej,neutralny
Co to ma byc?!,przerazony
Ta chwila daje mi poczucie pelnej rownowagi ciala i umyslu.,kontemplujacy
To kompletny chaos,zdegustowany
Z kazdym dniem sytuacja staje sie coraz trudniejsza do rozwiazania. ,zdegustowany
Nie jestem w stanie tego zniesc. ,zdegustowany
To jak spelnione marzenie!,szczesliwy
Po prostu tego nie rozumiem,zly
Co sie stanie?!,przerazony
Trzeba to sprawdzic,neutralny
To jest dramat,zdegustowany
Rownowaga panuje w kazdym oddechu.,kontemplujacy
Potrzebuje chwile na analize,neutralny
Jak mozna byc tak lekcewazacym?,zdegustowany
Za chwile sie tym zajme,neutralny
To nie jest jeszcze gotowe,neutralny
To wykracza poza moje granice. ,zdegustowany
Zaraz sie tym zajmiemy,neutralny
To mnie doprowadzilo do rozpaczy,zdegustowany
Brak jakichkolwiek norm,zdegustowany
Kazda chwila spedzona w ciszy przybliza mnie do pelni spokoju.,kontemplujacy
Nie moge tego zaakceptowac,zdegustowany
Trzeba to jeszcze omowic,neutralny
Po prostu niesamowite chwile!,szczesliwy
Nie mam juz sil na kolejne porazki.,zly
To najwspanialszy moment mojego zycia!,szczesliwy
Znowu cos sie zepsulo!,zly
Chwila spokoju napelnia mnie poczuciem wewnetrznej harmonii i rownowagi.,kontemplujacy
Co jesli nie zdazymy?!,przerazony
Znowu wszystko poszlo nie tak,zly
Jestem na granicy wytrzymalosci!,zly
Skonsultuje sie z kims w tej sprawie,neutralny
Jestem pelen radosci!,szczesliwy
Jestem w pelni szczesliwy!,szczesliwy
To mnie naprawde przeraza. ,zdegustowany
Jestem juz na skraju wytrzymalosci,zly
To mnie calkowicie wyniszcza.,smutny
Czuje gleboka wdziecznosc.,kontemplujacy
Znowu zawiodlem wszystkich,zly
Nie moge juz tego zniesc,zdegustowany
Potrzebuje chwile czasu,neutralny
Nie moge tego zaakceptowac,zdegustowany
Jestem w totalnym szoku! ,zaskoczony
Jestem w pelni spelniony!,szczesliwy
To jest kompletny absurd. ,zdegustowany
To jest nie do wytrzymania,zdegustowany
Nie mam nadziei na przyszlosc.,smutny
Stracilem wiare w wszystko.,smutny
Jestem pelen radosci!,szczesliwy
Znowu wszystko na marne,zly
Zaraz to rozwaze,neutralny
Zaraz to sprawdzimy,neutralny
Jestem pelen entuzjazmu!,szczesliwy
Moje zycie to jedno wielkie rozczarowanie.,smutny
Jestem zaskoczony do granic mozliwosci!,zaskoczony
Zaraz sprawdze szczegoly,neutralny
Zaraz to sprawdze,neutralny
Nie mam sily na to wszystko.,smutny
Moje zycie stalo sie pustka.,smutny
Sprawdze to pozniej,neutralny
Znowu zaczynam od zera,zly
Zaraz cos sie stanie!,przerazony
Jestem pelen wdziecznosci i szczescia!,szczesliwy
Jakie to wszystko jest cudowne.,kontemplujacy
To jest takie beznadziejne,zly
Zajmuje sie tym pozniej,neutralny
To mnie po prostu zaskoczylo! ,zaskoczony
Zajmijmy sie tym stopniowo,neutralny
Zaskoczylo mnie to w najbardziej szalony sposob! ,zaskoczony
Znowu wszystko na nic,zly
Nie potrafie sobie z tym poradzic.,zly
Co za cudowna przygoda!,szczesliwy
Po prostu chce to zakonczyc!,zly
Znowu musze to wszystko naprawiac,zly
Nie moge w to uwierzyc,zly
Co za wyjatkowy dzien!,szczesliwy
To przekracza wszelkie granice,zly
Jestem na granicy wytrzymalosci!,zly
Jestem wypalony.,smutny
Kazdy moment tej ciszy przynosi mi poczucie wewnetrznej rownowagi.,kontemplujacy
To juz jest zupelnie nie do przyjecia,zdegustowany
To miejsce uczy mnie doceniac chwile.,kontemplujacy
Skontaktuje sie z kims,neutralny
Nie potrafie zebrac sie w calosc,przerazony
Przejdzmy do tego pozniej,neutralny
Jestem w martwym punkcie.,smutny
Jestem w pelni szczesliwy!,szczesliwy
To jak najlepszy wybor!,szczesliwy
Znowu czuje sie jakbym byl sam.,smutny
Zaraz sie tym zajme,neutralny
Nie chce tego widziec,zdegustowany
Za chwile to rozwiazemy,neutralny
Znowu wszystko sie nie udalo,zly
Skontaktuje sie z odpowiednia osoba,neutralny
Za chwile przygotuje odpowiedz,neutralny
Nie potrafie przestac sie trzasc,przerazony
Zaraz oszaleje z tego strachu!,przerazony
Trzeba to jeszcze zweryfikowac,neutralny
Zaraz strace zmysly!,przerazony
Znowu czuje sie zagubiony.,smutny
Czy mozna bardziej kochac zycie?,kontemplujacy
To uczucie rozdziera mnie na pol,przerazony
Jestem pelen entuzjazmu i radosci!,szczesliwy
Nie potrafie znalezc wyjscia z tej sytuacji.,smutny
Nie spodziewalem sie takiego obrotu spraw,przerazony
To najlepszy moment w moim zyciu!,szczesliwy
Zaraz sie zablokuje ze strachu!,przerazony
Jestem pelen szczescia i radosci!,szczesliwy
Chwila ciszy wypelnia mnie poczuciem wewnetrznego spokoju.,kontemplujacy
Nie potrafie oddychac z tego powodu!,przerazony
Zaraz cos sie wydarzy!,przerazony
To jest katastrofa,zly
Jestem pelen emocji!,szczesliwy
To mnie kompletnie niszczy!,zly
Zaraz odejde w strachu!,przerazony
To jak spelnione marzenie!,szczesliwy
Kazdy oddech daje mi poczucie glebokiego spokoju.,kontemplujacy
Jestem pelen energii i entuzjazmu!,szczesliwy
To jest dla mnie zbyt wiele,przerazony
Nie moge uciec od tego leku,przerazony
Spokoj tej chwili przenika do mojego wnetrza.,kontemplujacy
To absolutnie wyjatkowa okazja!,szczesliwy
To zupelnie nowe doswiadczenie! ,zaskoczony
Zupelnie nie potrafie tego zaakceptowac. ,zdegustowany
Czuje sie jak w ciemnym tunelu.,smutny
Zaraz cos strasznego sie stanie!,przerazony
To wystarczy,neutralny
Znowu czuje sie zagubiony.,smutny
Jestem pelen entuzjazmu i szczescia!,szczesliwy
Zaraz dostane ataku paniki!,przerazony
To cudowne przezycie!,szczesliwy
Za chwile sprawdzimy szczegoly,neutralny
To jest nie do wytrzymania!,przerazony
To jest czas na gleboka refleksje.,kontemplujacy
Zaraz to omowie,neutralny
To jak najpiekniejsza chwila!,szczesliwy
Spokoj ogarnia kazda czastke mojego ciala.,kontemplujacy
Zdecydowanie nie tak wyobrazalem sobie zakonczenie tej sprawy. ,zdegustowany
Po prostu nie wytrzymam,zly
To jest super niespodzianka!,zaskoczony
Naprawde?,zaskoczony
Po prostu nie mam juz cierpliwosci,zly
Nie jestem w stanie tego zaakceptowac,zdegustowany
To wspaniala przygoda!,szczesliwy
To jakis koszmar,zdegustowany
Jestem pelen entuzjazmu!,szczesliwy
Za moment przygotuje odpowiedz,neutralny
Po prostu nie moge w to uwierzyc. ,zdegustowany
To jest nie do wytrzymania,przerazony
Skontaktuje sie z odpowiednia osoba,neutralny
Potrzebuje wiecej czasu,neutralny
Nie mam juz sily na kolejne proby.,smutny
To jest prawdziwa niespodzianka! ,zaskoczony
Spokoj tej chwili wypelnia moje serce.,kontemplujacy
Za moment bedziemy mieli odpowiedz,neutralny
Nie moge oddychac od tego strachu!,przerazony
To mnie calkowicie obezwladnia,przerazony
Jestem pelen optymizmu i szczescia!,szczesliwy
To jakby ktos wyssal ze mnie cala nadzieje,przerazony
Po prostu nie potrafie sobie z tym poradzic.,zly
Jestem zalamany.,smutny
Czuje sie jakbym zyl w czarnej dziurze.,smutny
Trzeba to jeszcze sprawdzic,neutralny
Za moment znajde rozwiazanie,neutralny
Brak mi slow na tak niski poziom,zdegustowany
To mnie miazdzy psychicznie,przerazony
Po prostu czuje sie wykonczony,zly
Zglosze to po konsultacji,neutralny
To wyglada jak prawdziwa katastrofa. ,zdegustowany
To absolutnie nierealne!,zaskoczony
Z kazda minuta tej ciszy czuje sie bardziej zharmonizowany.,kontemplujacy
Zaraz sie tym zajme,neutralny
Znowu to zrobili,zly
Co za niespodzianka!,zaskoczony
Zaraz bedziemy wiedziec,neutralny
To jak najpiekniejszy sen!,szczesliwy
Zaraz strace przytomnosc ze strachu!,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Jestem pelen zadowolenia i radosci!,szczesliwy
To wymaga konsultacji,neutralny
Jestem pelen szczescia!,szczesliwy
Zajmuje sie tym pozniej,neutralny
Nie potrafie sie cieszyc.,smutny
To idealny wybor!,szczesliwy
To jest po prostu niewyobrazalne,zdegustowany
Po prostu mam tego dosyc,zly
Zaraz przeanalizuje,neutralny
Zaraz to zweryfikuje,neutralny
Znowu czuje sie samotny w tlumie.,smutny
Zajme sie tym pozniej,neutralny
Nie moge na to patrzec. ,zdegustowany
To wszystko sie sypie,zly
To jest nie do pomyslenia,zdegustowany
To jak najlepszy wybor!,szczesliwy
Jestem pelen emocji i szczescia!,szczesliwy
Zaraz nie bede w stanie zapanowac nad tym!,przerazony
Zaraz nie wytrzymam tej presji!,przerazony
Czuje sie jakby mnie nie bylo.,smutny
To jest cos nadzwyczajnego!,zaskoczony
Znowu wszystko na nic,zly
Co sie stanie?!,przerazony
Zaraz sprobuje znalezc rozwiazanie,neutralny
Zaraz to sprawdze,neutralny
To jest zbyt przerazajace!,przerazony
Jestem pelen pozytywnej energii!,szczesliwy
Chwila ciszy daje mi przestrzen do odkrywania siebie na nowo.,kontemplujacy
Za moment przygotuje odpowiedz,neutralny
Co za spokojna chwila.,kontemplujacy
Ten moment jest doskonaly.,kontemplujacy
Zaskoczylo mnie to w najbardziej szalony sposob! ,zaskoczony
Za moment to rozwiazemy,neutralny
Zajmijmy sie tym jednym krokiem naraz,neutralny
Nie mam nadziei na przyszlosc.,smutny
To cudowne uczucie!,szczesliwy
To najlepszy dzien w moim zyciu!,szczesliwy
To jest zenada,zdegustowany
Znowu musze zaczac od nowa,zly
Zaskoczylo mnie to w najbardziej pozytywny sposob!,zaskoczony
Prosze o chwile cierpliwosci,neutralny
Serce bije w rytmie harmonii.,kontemplujacy
Potrzebuje wiecej czasu na sprawdzenie,neutralny
Nie moge tego dluzej zniesc,przerazony
Zajme sie tym zaraz,neutralny
To jest zupelnie nieakceptowalne. ,zdegustowany
Po prostu niesamowite przezycie!,szczesliwy
Za chwile to ogarniemy,neutralny
To jest jak zatoniecie,przerazony
Nie potrafie przejsc przez to bez strachu,przerazony
Nie potrafie znalezc wyjscia.,smutny
Rownowaga pojawia sie w kazdym momencie.,kontemplujacy
Po prostu nie moge tego zniesc,zly
Znowu wszystko na nic,zly
Znowu wszystko sie rozsypalo,zly
Za chwile wroce z odpowiedzia,neutralny
Za chwile to sprawdze,neutralny
Po prostu nie potrafie tego zniesc,zly
To jest kompletny brak profesjonalizmu. ,zdegustowany
Zajmuje sie tym pozniej,neutralny
To miejsce przypomina o pieknie prostoty.,kontemplujacy
To jest po prostu nie do uwierzenia! ,zaskoczony
Znowu to samo,zly
Po prostu nie mam juz energii,zly
Nie mam sily na wiecej.,smutny
To naprawde przekracza wszelkie granice. ,zdegustowany
To jest nie do zniesienia. ,zdegustowany
Po prostu czuje sie jak porazka,zly
Po prostu czuje sie wykonczony,zly
Zaraz wybuchne ze strachu!,przerazony
Znowu wszystko na nic,zly
Nie potrafie tego wytrzymac!,zly
To absolutnie niesamowite!,szczesliwy
To uczucie blokuje kazda moja probe ucieczki,przerazony
Potrzebuje jeszcze troche czasu,neutralny
Jestem pelen nadziei!,szczesliwy
Jestem pelen radosci i spelnienia!,szczesliwy
To jest jak z bajki!,zaskoczony
Nie potrafie tego wytrzymac,przerazony
Brak mi cierpliwosci,zdegustowany
Znowu wszystko jest do dupy,zly
Trzeba to jeszcze sprawdzic,neutralny
Nie potrafie znalezc sensu w tym wszystkim,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Po prostu czuje sie bezradny,zly
To zupelnie zmienia moja perspektywe! ,zaskoczony
Jestem pelen pozytywnych emocji!,szczesliwy
Po prostu wspaniale przezycie!,szczesliwy
Nie moge tego zniesc!,przerazony
Zaraz wybuchne!,przerazony
Jestem pelen szczescia!,szczesliwy
Czuje sie obrzydzony ta sytuacja,zdegustowany
Znowu czuje sie jakbym byl w martwym punkcie.,smutny
Chcialbym omowic to pozniej,neutralny
Nie moge tego zniesc. ,zdegustowany
To jest po prostu nie do zniesienia. ,zdegustowany
Potrzebuje kilku minut na to,neutralny
Sprawdze to za chwile,neutralny
To cudowne uczucie!,szczesliwy
To jak spelnione marzenie!,szczesliwy
To jak prezent z nieba!,zaskoczony
Zaraz to zrobimy,neutralny
To jak spelnione marzenie!,szczesliwy
Znowu to sie powtarza,zly
Zaraz wroce do tego tematu,neutralny
Jestem pelen optymizmu!,szczesliwy
Znowu nie potrafie sobie z tym poradzic.,smutny
To jest jak olowiany ciezar na moich ramionach,przerazony
Kazda minuta tej ciszy daje mi poczucie wewnetrznej harmonii.,kontemplujacy
Po prostu nie mam juz sily walczyc,zly
Potrzebuje chwili,neutralny
Za chwile to sprawdze,neutralny
Nie wytrzymam dluzej tej frustracji,zly
Po prostu nie moge tego zniesc. ,zdegustowany
Nie wytrzymam dluzej z czyms takim. ,zdegustowany
To dla mnie bardzo trudne.,smutny
Nie moge tego zniesc!,przerazony
To mnie przeraza w kazdym calu,przerazony
Nie wytrzymam tej presji!,zly
To jest wprost niewiarygodne!,zaskoczony
Znowu czuje sie jakbym stracil sens.,smutny
Znowu wszystko jest przeciwko mnie.,smutny
Znowu spotkalem sie z porazka!,zly
Trzeba to jeszcze ustalic,neutralny
Potrzebuje jeszcze chwile czasu,neutralny
Cisza wypelnia mnie poczuciem wewnetrznej harmonii.,kontemplujacy
Czuje sie tak samotny.,smutny
Znowu cos zawaliles,zly
To jest jak zycie w cieniu strachu,przerazony
To dla mnie koszmar.,smutny
Zaraz cos wybuchnie!,przerazony
Za chwile podam odpowiedz,neutralny
Po prostu nie wytrzymam tej presji,zly
To wykracza poza wszelkie granice. ,zdegustowany
Zajmijmy sie tym w odpowiednim czasie,neutralny
Jestem zmeczony od porazek.,smutny
Znowu czuje sie jakbym tonal w smutku.,smutny
Sprawdze to i dam znac,neutralny
To jest chyba najgorsza decyzja,zdegustowany
Znowu jestem w martwym punkcie!,zly
Rownowaga ogarnia moje mysli.,kontemplujacy
Zaraz wybuchne ze strachu!,przerazony
To jak najlepsza chwila!,szczesliwy
To kompletny brak profesjonalizmu. ,zdegustowany
Znowu nic nie idzie po mojej mysli.,smutny
Czuje jak czas zwalnia.,kontemplujacy
To wspanialy czas w moim zyciu!,szczesliwy
Za chwile bede wiedzial,neutralny
Jestem pelen energii!,szczesliwy
Skontaktuje sie z kims,neutralny
To wszystko mnie przytlacza.,smutny
Zglosze to odpowiednim osobom,neutralny
To prawdziwy cud!,zaskoczony
Zajmijmy sie tym pozniej,neutralny
To jest zenada,zdegustowany
Chwila odpoczynku przynosi mi wewnetrzna harmonie i rownowage.,kontemplujacy
To nie ma sensu!,zly
To absolutnie niesamowite!,szczesliwy
Zaraz zapadne w panike!,przerazony
To jak spelnione marzenie!,szczesliwy
To jak spelnione marzenie!,szczesliwy
To absolutnie fantastyczne!,szczesliwy
To wykracza poza moja wytrzymalosc. ,zdegustowany
Skontaktuje sie z odpowiednia osoba,neutralny
Prosze o chwile cierpliwosci,neutralny
Znowu czuje sie jakbym nie mial nikogo.,smutny
Patrze i czuje sie blisko natury.,kontemplujacy
Znowu to sie wydarzylo,zly
Potrzebuje kilku minut,neutralny
To wykracza poza granice,zdegustowany
To jest niewybaczalne,zdegustowany
Za chwile przygotuje odpowiedz,neutralny
To jak spelnione marzenie!,szczesliwy
To jest po prostu nie do zniesienia,zdegustowany
Zaraz sie tym zajme,neutralny
Sprawdze to za chwile,neutralny
Po prostu czuje sie zmuszony do walki,zly
To jest nie do pomyslenia,zdegustowany
To jest przytlaczajace,przerazony
Nie potrafie poradzic sobie z tym wszystkim.,smutny
Za moment to zrealizuje,neutralny
Zglosze te sprawe do odpowiednich osob,neutralny
Zaraz zaczne krzyczec!,przerazony
Zaraz cos sie wydarzy!,przerazony
Nie potrafie sie pozbierac.,smutny
Po prostu nie moge tego zrozumiec. ,zdegustowany
Chwila odpoczynku wypelnia mnie poczuciem pelnej harmonii.,kontemplujacy
Z kazdym oddechem czuje sie spokojny.,kontemplujacy
Nie wytrzymam tego dluzej,zly
Skontaktuje sie z kims pozniej,neutralny
Strach mnie doslownie przygniata!,przerazony
Po prostu nie potrafie tego ogarnac. ,zdegustowany
To uczucie wypelnia mnie po brzegi,przerazony
Kazdy moment tej chwili pozwala mi poczuc sie bardziej obecnym w moim ciele.,kontemplujacy
Zalatwimy to pozniej,neutralny
Jestem pelen pozytywnych emocji!,szczesliwy
Nie potrafie zapanowac nad tym niepokojem,przerazony
To totalnie wykracza poza moje wyobraznie,zdegustowany
Sprawdze to za chwile,neutralny
Chyba tak,neutralny
Znowu zaczynam wszystko od zera,zly
Zaraz to sprawdze,neutralny
Po prostu tego nie zniose,zly
Jestem calkowicie zrezygnowany.,smutny
Sprawdze to pozniej,neutralny
Kazda minuta odpoczynku daje mi poczucie wewnetrznej rownowagi.,kontemplujacy
Nie wytrzymam juz tej presji!,zly
Cisza tutaj jest pelna zycia.,kontemplujacy
Jestem pelen pozytywnych wrazen!,szczesliwy
To jak najpiekniejszy dzien w moim zyciu!,szczesliwy
To jak najlepsza decyzja!,szczesliwy
Jestem tak szczesliwy!,szczesliwy
To jakbym wiecznie tkwil w martwym punkcie.,smutny
Jestem pelen radosci i ekscytacji!,szczesliwy
Po prostu nie wytrzymam,zly
Zaraz zaczne plakac!,przerazony
Skontaktuje sie z kims w tej sprawie,neutralny
Zaraz przeanalizuje,neutralny
Nie potrafie sie uspokoic,przerazony
Jestem pelen szczescia!,szczesliwy
Znowu to sie nie udalo,zly
To jak wspaniala podroz!,szczesliwy
Nie chce tego widziec,przerazony
Jestem pelen radosci!,szczesliwy
Znowu czuje sie bezradny.,smutny
Znowu musze zaczynac od nowa,zly
Co za brak szacunku,zdegustowany
Znowu to sie stalo,zly
Nie potrafie juz z tym wytrzymac!,zly
Znowu zaczynam od nowa,zly
To wszystko jest za trudne.,smutny
To uczucie jest jak gleboka rana,przerazony
Po prostu to jest za duzo,zly
Po prostu to wszystko mnie przytlacza,zly
Jestem wstrzasniety,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Co sie dzieje?!,przerazony
Po prostu nie moge zniesc czegos takiego. ,zdegustowany
Zajmijmy sie tym teraz,neutralny
Stracilem nadzieje.,smutny
Jestem pelen radosci i entuzjazmu!,szczesliwy
To mnie wkurza,zdegustowany
Trzeba to sprawdzic pozniej,neutralny
Po prostu nie moge tego zniesc. ,zdegustowany
Za chwile bedziemy mieli odpowiedz,neutralny
Zaraz to rozwiazemy,neutralny
To jak cudowna podroz!,szczesliwy
Spokoj tej chwili napelnia mnie poczuciem pelnej obecnosci.,kontemplujacy
Zalatwimy to krok po kroku,neutralny
Patrze i czuje sie zainspirowany pieknem.,kontemplujacy
Jestem pelen energii!,szczesliwy
To jak cudowna przygoda!,szczesliwy
Chcialbym omowic to z kims,neutralny
To absolutnie genialne!,szczesliwy
Przestrzen wypelnia sie spokojem i cisza.,kontemplujacy
Zaraz oszaleje!,przerazony
Chcialbym to przeanalizowac,neutralny
Znowu wszystko mi sie wymyka z rak!,zly
To jest absolutnie fenomenalne!,szczesliwy
To trzeba dokladniej sprawdzic,neutralny
Nie ogarniam tego braku standardow,zdegustowany
Cisza tej chwili wypelnia mnie poczuciem harmonii.,kontemplujacy
Cisza pozwala mi na pelne zharmonizowanie mysli i ciala.,kontemplujacy
Swietna wiadomosc!,zaskoczony
Znowu sie zawiodlem,zly
To zupelnie nie ma sensu. ,zdegustowany
Co sie stanie?!,przerazony
Trzeba to skonsultowac,neutralny
Kazdy oddech daje mi poczucie wewnetrznego spokoju.,kontemplujacy
Brak jakiejkolwiek profesjonalnosci,zdegustowany
Potrzebuje jeszcze chwili,neutralny
Jestem pelen ekscytacji!,szczesliwy
Zaraz wroce z rozwiazaniem,neutralny
Zaraz bedziemy mieli odpowiedz,neutralny
Nie widze zadnego wyjscia.,smutny
Jestem pelen radosci!,szczesliwy
Jestem pelen pozytywnych emocji!,szczesliwy
Za chwile bedziemy wiedzieli,neutralny
Nie moge na to patrzec,zdegustowany
Zaraz sprawdze rozwiazanie,neutralny
Znowu trace nadzieje.,smutny
Sprawdze to pozniej,neutralny
Ukojenie wypelnia moja przestrzen.,kontemplujacy
Potrzebuje paru chwil,neutralny
Jestem pelen ekscytacji i radosci!,szczesliwy
Beznadziejna organizacja,zdegustowany
To jak spelnione marzenie!,szczesliwy
To mozna zrobic w prosty sposob,neutralny
Zaskoczylo mnie to na kazdym mozliwym poziomie!,zaskoczony
Jestem na dnie.,smutny
To jakby niebo zawalilo sie na mnie,przerazony
Trzeba to omowic,neutralny
Zachwycam sie tym momentem!,szczesliwy
Nie moge tego zniesc,zly
To jest absolutnie fantastyczne!,zaskoczony
Zaraz znajde odpowiedz,neutralny
Nie moge juz dluzej tego wytrzymac,zly
